"subj","vign","condition","cause","knowledge","norm"
"R_3rSx4gMQuyykxRV",13,"RKB",5,"Knowledge","Rationality"
"R_bmzXOsLePOIJIbf",13,"RKB",2,"Knowledge","Rationality"
"R_2ypyIkDBAjMyH3M",13,"RKB",6,"Knowledge","Rationality"
"R_1rOn0eiXQgg0Bto",13,"RKB",5,"Knowledge","Rationality"
"R_3fq0DzWogcDLEsV",13,"RKB",7,"Knowledge","Rationality"
"R_3FLmunkf2Hht6TF",13,"RKB",4,"Knowledge","Rationality"
"R_3KNNILeE3ut0kNj",13,"RKB",7,"Knowledge","Rationality"
"R_b1rH03pHa9MJNJv",13,"RKB",7,"Knowledge","Rationality"
"R_yWjT3ClYfKtwXHr",13,"RKB",7,"Knowledge","Rationality"
"R_cIR19O6YM6BpoWd",13,"RKB",6,"Knowledge","Rationality"
"R_2e9CF7ZPfDFASCc",13,"RKB",6,"Knowledge","Rationality"
"R_xu9UP0GFBjQzi1P",14,"RKB",5,"Knowledge","Rationality"
"R_2tiogsuxGKKbNOv",14,"RKB",5,"Knowledge","Rationality"
"R_1hG9owKKMQroBBf",14,"RKB",5,"Knowledge","Rationality"
"R_VUMO4bHPJAdMI01",14,"RKB",7,"Knowledge","Rationality"
"R_8psRIDySszQHWjT",14,"RKB",4,"Knowledge","Rationality"
"R_D0215TIQ3dRBXNL",14,"RKB",6,"Knowledge","Rationality"
"R_3MzjhB4l2CnyceM",14,"RKB",4,"Knowledge","Rationality"
"R_2ZUFDDiW6GBTnqt",14,"RKB",5,"Knowledge","Rationality"
"R_2S6pPEn187Q5NtY",14,"RKB",6,"Knowledge","Rationality"
"R_siIbJwoMNFAmf9D",14,"RKB",2,"Knowledge","Rationality"
"R_2uPS3EAvMPxKfXl",14,"RKB",3,"Knowledge","Rationality"
"R_2ZUn4Z9qs9SrQRR",14,"RKB",4,"Knowledge","Rationality"
"R_2fTlSKmHwWxCyvn",14,"RKB",1,"Knowledge","Rationality"
"R_1g1jxYRliuLSNIS",14,"RKB",5,"Knowledge","Rationality"
"R_UMy2B8bGVjw9O3D",14,"RKB",1,"Knowledge","Rationality"
"R_dgtQrUW08Tx0Y8N",14,"RKB",6,"Knowledge","Rationality"
"R_bmzXOsLePOIJIbf",14,"RKB",6,"Knowledge","Rationality"
"R_2rZ10M50CWZ1eoq",14,"RKB",5,"Knowledge","Rationality"
"R_3gY1SdxVLpmfmir",14,"RKB",3,"Knowledge","Rationality"
"R_1rOn0eiXQgg0Bto",14,"RKB",1,"Knowledge","Rationality"
"R_1QuZ05DZ060dABH",14,"RKB",6,"Knowledge","Rationality"
"R_1OuTe9tItsdnSCB",14,"RKB",6,"Knowledge","Rationality"
"R_3dJNWXdZg0boBR6",14,"RKB",6,"Knowledge","Rationality"
"R_yWjT3ClYfKtwXHr",14,"RKB",5,"Knowledge","Rationality"
"R_2zC2JtfSTQzEsMI",14,"RKB",5,"Knowledge","Rationality"
"R_xu9UP0GFBjQzi1P",15,"RKB",5,"Knowledge","Rationality"
"R_3k4IYszsTCRQrgC",15,"RKB",7,"Knowledge","Rationality"
"R_12RQRhgLfJM83Iu",15,"RKB",4,"Knowledge","Rationality"
"R_3G6V3MGevsXnxQw",15,"RKB",5,"Knowledge","Rationality"
"R_3MzjhB4l2CnyceM",15,"RKB",3,"Knowledge","Rationality"
"R_bIu9gF3RB8CTtXr",15,"RKB",2,"Knowledge","Rationality"
"R_3L1Q56xXaXVyMIC",15,"RKB",4,"Knowledge","Rationality"
"R_3hfQk0FdbI5ZquZ",15,"RKB",1,"Knowledge","Rationality"
"R_2S6pPEn187Q5NtY",15,"RKB",5,"Knowledge","Rationality"
"R_2ZUn4Z9qs9SrQRR",15,"RKB",6,"Knowledge","Rationality"
"R_3kFVIOx0vSMCknB",15,"RKB",3,"Knowledge","Rationality"
"R_1IvgwTwNrQyaHTf",15,"RKB",5,"Knowledge","Rationality"
"R_1PTyJyKQcEUiuuQ",15,"RKB",7,"Knowledge","Rationality"
"R_3oT6ZoaUWgal8UH",15,"RKB",6,"Knowledge","Rationality"
"R_3Ebvsl7XtlhzQWB",15,"RKB",5,"Knowledge","Rationality"
"R_43cgimLZIc5sDdf",15,"RKB",4,"Knowledge","Rationality"
"R_1KvGzRty5iYhjlc",15,"RKB",3,"Knowledge","Rationality"
"R_2ZPlpIQ6QzShsrr",15,"RKB",6,"Knowledge","Rationality"
"R_2P6F8vn4Tutz9m2",15,"RKB",5,"Knowledge","Rationality"
"R_2uKtRMa60xPV9Qd",15,"RKB",5,"Knowledge","Rationality"
"R_1rcce6YMkDl2Tqd",15,"RKB",2,"Knowledge","Rationality"
"R_u2m3EaePEvEE75f",15,"RKB",5,"Knowledge","Rationality"
"R_b1rH03pHa9MJNJv",15,"RKB",5,"Knowledge","Rationality"
"R_3HHqwXpaYg7zjtc",15,"RKB",4,"Knowledge","Rationality"
"R_8IWJsKE3wv6zjoZ",15,"RKB",4,"Knowledge","Rationality"
"R_wOdSQUqwdK4bScp",15,"RKB",2,"Knowledge","Rationality"
"R_xu9UP0GFBjQzi1P",16,"RKB",3,"Knowledge","Rationality"
"R_1hG9owKKMQroBBf",16,"RKB",6,"Knowledge","Rationality"
"R_25H4qxjzbWJocXI",16,"RKB",1,"Knowledge","Rationality"
"R_D0215TIQ3dRBXNL",16,"RKB",5,"Knowledge","Rationality"
"R_6DK6aYAhyK428E1",16,"RKB",3,"Knowledge","Rationality"
"R_1f9izvPYJ9ez5Zl",16,"RKB",6,"Knowledge","Rationality"
"R_2ZUFDDiW6GBTnqt",16,"RKB",5,"Knowledge","Rationality"
"R_3L1Q56xXaXVyMIC",16,"RKB",3,"Knowledge","Rationality"
"R_2PBUVaRRO8QOpsZ",16,"RKB",1,"Knowledge","Rationality"
"R_2uPS3EAvMPxKfXl",16,"RKB",3,"Knowledge","Rationality"
"R_8uCazDnCWc04MaR",16,"RKB",5,"Knowledge","Rationality"
"R_1Kp8ZVRR3w3y8ob",16,"RKB",2,"Knowledge","Rationality"
"R_2fTlSKmHwWxCyvn",16,"RKB",1,"Knowledge","Rationality"
"R_1g1jxYRliuLSNIS",16,"RKB",5,"Knowledge","Rationality"
"R_1F3wgkNCepYzGxO",16,"RKB",2,"Knowledge","Rationality"
"R_3Ebvsl7XtlhzQWB",16,"RKB",4,"Knowledge","Rationality"
"R_43cgimLZIc5sDdf",16,"RKB",2,"Knowledge","Rationality"
"R_2rZ10M50CWZ1eoq",16,"RKB",6,"Knowledge","Rationality"
"R_2ZPlpIQ6QzShsrr",16,"RKB",5,"Knowledge","Rationality"
"R_1rOn0eiXQgg0Bto",16,"RKB",6,"Knowledge","Rationality"
"R_1QuZ05DZ060dABH",16,"RKB",3,"Knowledge","Rationality"
"R_3FLmunkf2Hht6TF",16,"RKB",5,"Knowledge","Rationality"
"R_0Gs5KrwpxaE2AQF",16,"RKB",4,"Knowledge","Rationality"
"R_3KPhsWLJtp13y0X",16,"RKB",3,"Knowledge","Rationality"
"R_DNasEER9uGsFcfT",16,"RKB",1,"Knowledge","Rationality"
"R_8IWJsKE3wv6zjoZ",16,"RKB",5,"Knowledge","Rationality"
"R_2tiogsuxGKKbNOv",1,"RIB",3,"Ignorance","Rationality"
"R_3k4IYszsTCRQrgC",1,"RIB",7,"Ignorance","Rationality"
"R_25H4qxjzbWJocXI",1,"RIB",4,"Ignorance","Rationality"
"R_1PYrsTeyCWH15u3",1,"RIB",3,"Ignorance","Rationality"
"R_1f9izvPYJ9ez5Zl",1,"RIB",5,"Ignorance","Rationality"
"R_3MzjhB4l2CnyceM",1,"RIB",3,"Ignorance","Rationality"
"R_3OkT4YxYDtONDSk",1,"RIB",5,"Ignorance","Rationality"
"R_3L1Q56xXaXVyMIC",1,"RIB",4,"Ignorance","Rationality"
"R_3kFVIOx0vSMCknB",1,"RIB",2,"Ignorance","Rationality"
"R_1176tIngeKbNXez",1,"RIB",1,"Ignorance","Rationality"
"R_8uCazDnCWc04MaR",1,"RIB",2,"Ignorance","Rationality"
"R_3pcjNaakc9DEkuH",1,"RIB",4,"Ignorance","Rationality"
"R_3dGnkoBl0BCW4wr",1,"RIB",3,"Ignorance","Rationality"
"R_1jP2knP7Vljlk60",1,"RIB",6,"Ignorance","Rationality"
"R_3oT6ZoaUWgal8UH",1,"RIB",3,"Ignorance","Rationality"
"R_3rSx4gMQuyykxRV",1,"RIB",1,"Ignorance","Rationality"
"R_bmzXOsLePOIJIbf",1,"RIB",2,"Ignorance","Rationality"
"R_3EMEIC7rpqFY83T",1,"RIB",3,"Ignorance","Rationality"
"R_qPGNLL5ULlYc0Ip",1,"RIB",2,"Ignorance","Rationality"
"R_1rcce6YMkDl2Tqd",1,"RIB",5,"Ignorance","Rationality"
"R_u2m3EaePEvEE75f",1,"RIB",5,"Ignorance","Rationality"
"R_2R568m5pF77Dyh0",1,"RIB",5,"Ignorance","Rationality"
"R_yWjT3ClYfKtwXHr",1,"RIB",4,"Ignorance","Rationality"
"R_cIR19O6YM6BpoWd",1,"RIB",6,"Ignorance","Rationality"
"R_8IWJsKE3wv6zjoZ",1,"RIB",7,"Ignorance","Rationality"
"R_31TNc4a4YON2a7J",2,"RIB",4,"Ignorance","Rationality"
"R_1DLUYGKswrdb9cm",2,"RIB",5,"Ignorance","Rationality"
"R_25H4qxjzbWJocXI",2,"RIB",6,"Ignorance","Rationality"
"R_2CQattCDouu6rte",2,"RIB",3,"Ignorance","Rationality"
"R_6DK6aYAhyK428E1",2,"RIB",4,"Ignorance","Rationality"
"R_12RQRhgLfJM83Iu",2,"RIB",4,"Ignorance","Rationality"
"R_3OkT4YxYDtONDSk",2,"RIB",4,"Ignorance","Rationality"
"R_3qlY7YuOtTmlnqw",2,"RIB",3,"Ignorance","Rationality"
"R_1BXFBu0qAEwfd17",2,"RIB",2,"Ignorance","Rationality"
"R_2PBUVaRRO8QOpsZ",2,"RIB",5,"Ignorance","Rationality"
"R_2uPS3EAvMPxKfXl",2,"RIB",5,"Ignorance","Rationality"
"R_2ZUn4Z9qs9SrQRR",2,"RIB",4,"Ignorance","Rationality"
"R_3kFVIOx0vSMCknB",2,"RIB",4,"Ignorance","Rationality"
"R_3qpzfYjYEBvysnh",2,"RIB",6,"Ignorance","Rationality"
"R_vxBGd6vfvtHapsl",2,"RIB",6,"Ignorance","Rationality"
"R_43cgimLZIc5sDdf",2,"RIB",6,"Ignorance","Rationality"
"R_dgtQrUW08Tx0Y8N",2,"RIB",4,"Ignorance","Rationality"
"R_2rZ10M50CWZ1eoq",2,"RIB",1,"Ignorance","Rationality"
"R_qPGNLL5ULlYc0Ip",2,"RIB",3,"Ignorance","Rationality"
"R_2v1A4xHLmEQoT2o",2,"RIB",3,"Ignorance","Rationality"
"R_1QuZ05DZ060dABH",2,"RIB",4,"Ignorance","Rationality"
"R_3KNNILeE3ut0kNj",2,"RIB",7,"Ignorance","Rationality"
"R_0Gs5KrwpxaE2AQF",2,"RIB",1,"Ignorance","Rationality"
"R_3KPhsWLJtp13y0X",2,"RIB",5,"Ignorance","Rationality"
"R_1gNKGnEEzWH2iAi",2,"RIB",7,"Ignorance","Rationality"
"R_1IFTMKYY4Ar9h7X",3,"RIB",3,"Ignorance","Rationality"
"R_1DLUYGKswrdb9cm",3,"RIB",1,"Ignorance","Rationality"
"R_3k4IYszsTCRQrgC",3,"RIB",3,"Ignorance","Rationality"
"R_VUMO4bHPJAdMI01",3,"RIB",1,"Ignorance","Rationality"
"R_D0215TIQ3dRBXNL",3,"RIB",5,"Ignorance","Rationality"
"R_3G6V3MGevsXnxQw",3,"RIB",6,"Ignorance","Rationality"
"R_8bT93YYUqf1B1Qt",3,"RIB",4,"Ignorance","Rationality"
"R_3OkT4YxYDtONDSk",3,"RIB",4,"Ignorance","Rationality"
"R_2ZUFDDiW6GBTnqt",3,"RIB",6,"Ignorance","Rationality"
"R_1BXFBu0qAEwfd17",3,"RIB",5,"Ignorance","Rationality"
"R_2PBUVaRRO8QOpsZ",3,"RIB",2,"Ignorance","Rationality"
"R_2uPS3EAvMPxKfXl",3,"RIB",3,"Ignorance","Rationality"
"R_1176tIngeKbNXez",3,"RIB",6,"Ignorance","Rationality"
"R_1Kp8ZVRR3w3y8ob",3,"RIB",7,"Ignorance","Rationality"
"R_1F3wgkNCepYzGxO",3,"RIB",2,"Ignorance","Rationality"
"R_1jP2knP7Vljlk60",3,"RIB",5,"Ignorance","Rationality"
"R_1KvGzRty5iYhjlc",3,"RIB",5,"Ignorance","Rationality"
"R_2rZ10M50CWZ1eoq",3,"RIB",4,"Ignorance","Rationality"
"R_2ZPlpIQ6QzShsrr",3,"RIB",3,"Ignorance","Rationality"
"R_2WTOOT1lnF1XiXn",3,"RIB",2,"Ignorance","Rationality"
"R_u2m3EaePEvEE75f",3,"RIB",3,"Ignorance","Rationality"
"R_3dJNWXdZg0boBR6",3,"RIB",3,"Ignorance","Rationality"
"R_3KPhsWLJtp13y0X",3,"RIB",3,"Ignorance","Rationality"
"R_yWjT3ClYfKtwXHr",3,"RIB",4,"Ignorance","Rationality"
"R_2e9CF7ZPfDFASCc",3,"RIB",6,"Ignorance","Rationality"
"R_31TNc4a4YON2a7J",4,"RIB",4,"Ignorance","Rationality"
"R_2tiogsuxGKKbNOv",4,"RIB",5,"Ignorance","Rationality"
"R_3k4IYszsTCRQrgC",4,"RIB",4,"Ignorance","Rationality"
"R_1rAhrV5EwBM1LyZ",4,"RIB",3,"Ignorance","Rationality"
"R_D0215TIQ3dRBXNL",4,"RIB",6,"Ignorance","Rationality"
"R_O2a0beWlpnkeBB7",4,"RIB",1,"Ignorance","Rationality"
"R_XyPc9AuqmfgpmNP",4,"RIB",5,"Ignorance","Rationality"
"R_3qlY7YuOtTmlnqw",4,"RIB",2,"Ignorance","Rationality"
"R_1BXFBu0qAEwfd17",4,"RIB",3,"Ignorance","Rationality"
"R_3L1Q56xXaXVyMIC",4,"RIB",5,"Ignorance","Rationality"
"R_3hfQk0FdbI5ZquZ",4,"RIB",2,"Ignorance","Rationality"
"R_2PBUVaRRO8QOpsZ",4,"RIB",2,"Ignorance","Rationality"
"R_3qpzfYjYEBvysnh",4,"RIB",3,"Ignorance","Rationality"
"R_3dGnkoBl0BCW4wr",4,"RIB",5,"Ignorance","Rationality"
"R_1g1jxYRliuLSNIS",4,"RIB",4,"Ignorance","Rationality"
"R_VR82NyjxABFst9f",4,"RIB",2,"Ignorance","Rationality"
"R_bmzXOsLePOIJIbf",4,"RIB",1,"Ignorance","Rationality"
"R_2rZ10M50CWZ1eoq",4,"RIB",2,"Ignorance","Rationality"
"R_qPGNLL5ULlYc0Ip",4,"RIB",2,"Ignorance","Rationality"
"R_1rOn0eiXQgg0Bto",4,"RIB",1,"Ignorance","Rationality"
"R_1cRJTBNGcC96v7X",4,"RIB",6,"Ignorance","Rationality"
"R_u2m3EaePEvEE75f",4,"RIB",6,"Ignorance","Rationality"
"R_b1rH03pHa9MJNJv",4,"RIB",7,"Ignorance","Rationality"
"R_DNasEER9uGsFcfT",4,"RIB",3,"Ignorance","Rationality"
"R_cIR19O6YM6BpoWd",4,"RIB",4,"Ignorance","Rationality"
"R_2e9CF7ZPfDFASCc",4,"RIB",4,"Ignorance","Rationality"
"R_31TNc4a4YON2a7J",5,"RIB",4,"Ignorance","Rationality"
"R_3k4IYszsTCRQrgC",5,"RIB",6,"Ignorance","Rationality"
"R_25H4qxjzbWJocXI",5,"RIB",5,"Ignorance","Rationality"
"R_6DK6aYAhyK428E1",5,"RIB",5,"Ignorance","Rationality"
"R_31abv5pcixkRVsa",5,"RIB",6,"Ignorance","Rationality"
"R_1f9izvPYJ9ez5Zl",5,"RIB",6,"Ignorance","Rationality"
"R_3qlY7YuOtTmlnqw",5,"RIB",6,"Ignorance","Rationality"
"R_bIu9gF3RB8CTtXr",5,"RIB",3,"Ignorance","Rationality"
"R_1BXFBu0qAEwfd17",5,"RIB",5,"Ignorance","Rationality"
"R_3L1Q56xXaXVyMIC",5,"RIB",5,"Ignorance","Rationality"
"R_2S6pPEn187Q5NtY",5,"RIB",5,"Ignorance","Rationality"
"R_2uPS3EAvMPxKfXl",5,"RIB",3,"Ignorance","Rationality"
"R_3pcjNaakc9DEkuH",5,"RIB",5,"Ignorance","Rationality"
"R_3oT6ZoaUWgal8UH",5,"RIB",5,"Ignorance","Rationality"
"R_VR82NyjxABFst9f",5,"RIB",2,"Ignorance","Rationality"
"R_UMy2B8bGVjw9O3D",5,"RIB",4,"Ignorance","Rationality"
"R_2rZ10M50CWZ1eoq",5,"RIB",6,"Ignorance","Rationality"
"R_2ZPlpIQ6QzShsrr",5,"RIB",5,"Ignorance","Rationality"
"R_2uKtRMa60xPV9Qd",5,"RIB",4,"Ignorance","Rationality"
"R_2v1A4xHLmEQoT2o",5,"RIB",2,"Ignorance","Rationality"
"R_3fq0DzWogcDLEsV",5,"RIB",5,"Ignorance","Rationality"
"R_3KNNILeE3ut0kNj",5,"RIB",5,"Ignorance","Rationality"
"R_b1rH03pHa9MJNJv",5,"RIB",7,"Ignorance","Rationality"
"R_3KPhsWLJtp13y0X",5,"RIB",4,"Ignorance","Rationality"
"R_yWjT3ClYfKtwXHr",5,"RIB",6,"Ignorance","Rationality"
"R_xu9UP0GFBjQzi1P",6,"RIB",3,"Ignorance","Rationality"
"R_1IFTMKYY4Ar9h7X",6,"RIB",5,"Ignorance","Rationality"
"R_D0215TIQ3dRBXNL",6,"RIB",3,"Ignorance","Rationality"
"R_1PYrsTeyCWH15u3",6,"RIB",3,"Ignorance","Rationality"
"R_1ovWWgYf1uliRGE",6,"RIB",2,"Ignorance","Rationality"
"R_8bT93YYUqf1B1Qt",6,"RIB",7,"Ignorance","Rationality"
"R_O2a0beWlpnkeBB7",6,"RIB",4,"Ignorance","Rationality"
"R_1f9izvPYJ9ez5Zl",6,"RIB",6,"Ignorance","Rationality"
"R_3OkT4YxYDtONDSk",6,"RIB",3,"Ignorance","Rationality"
"R_3qlY7YuOtTmlnqw",6,"RIB",3,"Ignorance","Rationality"
"R_2uPS3EAvMPxKfXl",6,"RIB",6,"Ignorance","Rationality"
"R_3qpzfYjYEBvysnh",6,"RIB",7,"Ignorance","Rationality"
"R_3dGnkoBl0BCW4wr",6,"RIB",6,"Ignorance","Rationality"
"R_1F3wgkNCepYzGxO",6,"RIB",5,"Ignorance","Rationality"
"R_1jP2knP7Vljlk60",6,"RIB",4,"Ignorance","Rationality"
"R_3Ebvsl7XtlhzQWB",6,"RIB",3,"Ignorance","Rationality"
"R_3EMEIC7rpqFY83T",6,"RIB",6,"Ignorance","Rationality"
"R_2ypyIkDBAjMyH3M",6,"RIB",5,"Ignorance","Rationality"
"R_2v1A4xHLmEQoT2o",6,"RIB",4,"Ignorance","Rationality"
"R_1rOn0eiXQgg0Bto",6,"RIB",2,"Ignorance","Rationality"
"R_3fq0DzWogcDLEsV",6,"RIB",6,"Ignorance","Rationality"
"R_b1rH03pHa9MJNJv",6,"RIB",7,"Ignorance","Rationality"
"R_0Gs5KrwpxaE2AQF",6,"RIB",2,"Ignorance","Rationality"
"R_3HHqwXpaYg7zjtc",6,"RIB",5,"Ignorance","Rationality"
"R_cIR19O6YM6BpoWd",6,"RIB",7,"Ignorance","Rationality"
"R_1IFTMKYY4Ar9h7X",7,"RIB",6,"Ignorance","Rationality"
"R_VUMO4bHPJAdMI01",7,"RIB",7,"Ignorance","Rationality"
"R_25H4qxjzbWJocXI",7,"RIB",7,"Ignorance","Rationality"
"R_12RQRhgLfJM83Iu",7,"RIB",2,"Ignorance","Rationality"
"R_31abv5pcixkRVsa",7,"RIB",6,"Ignorance","Rationality"
"R_3G6V3MGevsXnxQw",7,"RIB",7,"Ignorance","Rationality"
"R_1ovWWgYf1uliRGE",7,"RIB",5,"Ignorance","Rationality"
"R_1f9izvPYJ9ez5Zl",7,"RIB",6,"Ignorance","Rationality"
"R_XyPc9AuqmfgpmNP",7,"RIB",6,"Ignorance","Rationality"
"R_3L1Q56xXaXVyMIC",7,"RIB",5,"Ignorance","Rationality"
"R_3hfQk0FdbI5ZquZ",7,"RIB",4,"Ignorance","Rationality"
"R_siIbJwoMNFAmf9D",7,"RIB",3,"Ignorance","Rationality"
"R_1Kp8ZVRR3w3y8ob",7,"RIB",4,"Ignorance","Rationality"
"R_3dGnkoBl0BCW4wr",7,"RIB",5,"Ignorance","Rationality"
"R_1jP2knP7Vljlk60",7,"RIB",6,"Ignorance","Rationality"
"R_43cgimLZIc5sDdf",7,"RIB",6,"Ignorance","Rationality"
"R_1KvGzRty5iYhjlc",7,"RIB",4,"Ignorance","Rationality"
"R_2rZ10M50CWZ1eoq",7,"RIB",1,"Ignorance","Rationality"
"R_2ZPlpIQ6QzShsrr",7,"RIB",4,"Ignorance","Rationality"
"R_1rOn0eiXQgg0Bto",7,"RIB",1,"Ignorance","Rationality"
"R_1rcce6YMkDl2Tqd",7,"RIB",7,"Ignorance","Rationality"
"R_1cRJTBNGcC96v7X",7,"RIB",7,"Ignorance","Rationality"
"R_3dJNWXdZg0boBR6",7,"RIB",5,"Ignorance","Rationality"
"R_3lrWn7KbZc6TkYf",7,"RIB",4,"Ignorance","Rationality"
"R_1gNKGnEEzWH2iAi",7,"RIB",7,"Ignorance","Rationality"
"R_2e9CF7ZPfDFASCc",7,"RIB",2,"Ignorance","Rationality"
"R_2tiogsuxGKKbNOv",8,"RIB",2,"Ignorance","Rationality"
"R_3k4IYszsTCRQrgC",8,"RIB",1,"Ignorance","Rationality"
"R_VUMO4bHPJAdMI01",8,"RIB",1,"Ignorance","Rationality"
"R_1rAhrV5EwBM1LyZ",8,"RIB",1,"Ignorance","Rationality"
"R_1ovWWgYf1uliRGE",8,"RIB",3,"Ignorance","Rationality"
"R_8bT93YYUqf1B1Qt",8,"RIB",1,"Ignorance","Rationality"
"R_1f9izvPYJ9ez5Zl",8,"RIB",3,"Ignorance","Rationality"
"R_3MzjhB4l2CnyceM",8,"RIB",1,"Ignorance","Rationality"
"R_3qlY7YuOtTmlnqw",8,"RIB",3,"Ignorance","Rationality"
"R_3hfQk0FdbI5ZquZ",8,"RIB",1,"Ignorance","Rationality"
"R_1176tIngeKbNXez",8,"RIB",1,"Ignorance","Rationality"
"R_1PTyJyKQcEUiuuQ",8,"RIB",5,"Ignorance","Rationality"
"R_8qVN23Q1GhwxtRv",8,"RIB",1,"Ignorance","Rationality"
"R_3pcjNaakc9DEkuH",8,"RIB",5,"Ignorance","Rationality"
"R_2fTlSKmHwWxCyvn",8,"RIB",1,"Ignorance","Rationality"
"R_3Ebvsl7XtlhzQWB",8,"RIB",1,"Ignorance","Rationality"
"R_43cgimLZIc5sDdf",8,"RIB",4,"Ignorance","Rationality"
"R_3EMEIC7rpqFY83T",8,"RIB",4,"Ignorance","Rationality"
"R_2P6F8vn4Tutz9m2",8,"RIB",2,"Ignorance","Rationality"
"R_1rcce6YMkDl2Tqd",8,"RIB",4,"Ignorance","Rationality"
"R_3fq0DzWogcDLEsV",8,"RIB",1,"Ignorance","Rationality"
"R_3KNNILeE3ut0kNj",8,"RIB",1,"Ignorance","Rationality"
"R_0Gs5KrwpxaE2AQF",8,"RIB",1,"Ignorance","Rationality"
"R_yWjT3ClYfKtwXHr",8,"RIB",2,"Ignorance","Rationality"
"R_1gNKGnEEzWH2iAi",8,"RIB",1,"Ignorance","Rationality"
"R_wOdSQUqwdK4bScp",8,"RIB",4,"Ignorance","Rationality"
"R_xu9UP0GFBjQzi1P",9,"RIB",4,"Ignorance","Rationality"
"R_2tiogsuxGKKbNOv",9,"RIB",6,"Ignorance","Rationality"
"R_1rAhrV5EwBM1LyZ",9,"RIB",5,"Ignorance","Rationality"
"R_2CQattCDouu6rte",9,"RIB",1,"Ignorance","Rationality"
"R_6DK6aYAhyK428E1",9,"RIB",5,"Ignorance","Rationality"
"R_3G6V3MGevsXnxQw",9,"RIB",6,"Ignorance","Rationality"
"R_8bT93YYUqf1B1Qt",9,"RIB",7,"Ignorance","Rationality"
"R_3MzjhB4l2CnyceM",9,"RIB",2,"Ignorance","Rationality"
"R_1BXFBu0qAEwfd17",9,"RIB",2,"Ignorance","Rationality"
"R_2S6pPEn187Q5NtY",9,"RIB",5,"Ignorance","Rationality"
"R_2ZUn4Z9qs9SrQRR",9,"RIB",5,"Ignorance","Rationality"
"R_8uCazDnCWc04MaR",9,"RIB",2,"Ignorance","Rationality"
"R_1Kp8ZVRR3w3y8ob",9,"RIB",5,"Ignorance","Rationality"
"R_1jP2knP7Vljlk60",9,"RIB",5,"Ignorance","Rationality"
"R_3oT6ZoaUWgal8UH",9,"RIB",3,"Ignorance","Rationality"
"R_2q45WB8tM3CnMsk",9,"RIB",5,"Ignorance","Rationality"
"R_bmzXOsLePOIJIbf",9,"RIB",2,"Ignorance","Rationality"
"R_3EMEIC7rpqFY83T",9,"RIB",5,"Ignorance","Rationality"
"R_2ypyIkDBAjMyH3M",9,"RIB",5,"Ignorance","Rationality"
"R_2v1A4xHLmEQoT2o",9,"RIB",2,"Ignorance","Rationality"
"R_1cRJTBNGcC96v7X",9,"RIB",5,"Ignorance","Rationality"
